,id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,neighborhood_median,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
171,2041545,"1BR, Downtown, 1 block to Michigan",4154580,Tiffani,Near North Side,41.89975,-87.62785,Entire home/apt,150,132,5,34,2018-09-07,0.41,1,0
172,2051690,Extra Bedroom with private entrance,10514167,Mona,West Ridge,41.988640000000004,-87.69345,Private room,50,54,30,24,2020-12-05,0.29,2,319
173,2062638,Downtown Urban Oasis 3BR + Huge Deck & Parking!,1876597,The Adventurers,West Town,41.8967,-87.65734,Entire home/apt,154,100,2,150,2020-11-29,1.72,2,359
174,2139407,Urban Farm Fun!  Walk to Metra/CTA,10917550,Nicky,Humboldt Park,41.88876,-87.70858,Entire home/apt,54,74,1,436,2020-11-16,5.04,5,282
175,2163634,Bright Spacious 2 BR,223896,Stephanie,Norwood Park,41.99462,-87.7795,Entire home/apt,95,50,1,173,2020-03-23,2.11,1,262
176,2189522,Casa Corazón (E) near Rush / UIC,1559157,Amanda,Lower West Side,41.848279999999995,-87.68021,Private room,70,70,2,139,2020-02-16,1.66,3,361
177,2227179,Ukrainian Village Apartment,11365636,Christiane & Anders,West Town,41.899840000000005,-87.6764,Entire home/apt,100,100,5,46,2019-10-14,0.54,1,178
178,2261568,Unique 3Bedroom Penthouse,4525503,Nejla Yatkin And Enki,Lincoln Park,41.91944,-87.65894,Entire home/apt,140,123,365,2,2014-08-02,0.02,2,201
179,2298310,"Hyde Park / Kenwood, U of Chicago. Free bike.",1385332,Patt,Kenwood,41.80379,-87.60386,Private room,32,85,2,21,2020-02-29,0.25,12,180
180,2305194,Wrigley Hostel - 4 Bed Private Room,7391164,Wrigley Hostel,Lake View,41.94594,-87.65431,Private room,88,95,1,55,2020-11-05,0.66,6,310
181,2305230,Wrigley Hostel - 10 Bed Shared Room,7391164,Wrigley Hostel,Lake View,41.94594,-87.65431,Shared room,28,95,1,310,2020-03-12,4.11,6,276
182,2320027,Carriage House in Wicker Park,11848299,Anton,West Town,41.906690000000005,-87.68283000000001,Entire home/apt,114,100,2,158,2019-09-16,1.85,1,0
183,2396340,"Unique, Handcrafted Art Gallery Condo in River West Chicago",5228189,Matthew,West Town,41.89648,-87.65651,Entire home/apt,128,100,1,383,2021-01-03,4.54,17,350
184,2429295,Old school Chicago apartment,12416635,David,Near West Side,41.86756,-87.68661999999999,Private room,81,102,1,51,2020-03-23,0.62,3,171
185,2453598,FULTON/RIVER NORTH MODERN LUXURY STUDIO,3965428,Rob,West Town,41.88962,-87.64129,Entire home/apt,150,100,60,7,2018-05-29,0.09,74,365
186,2458029,2nd bedroom for rent,12568368,Deirdre,Lake View,41.93501,-87.64819,Private room,113,95,1,16,2020-10-08,0.2,1,263
187,2459132,Conveniently Located!,12059561,Rick,Portage Park,41.96703,-87.75086999999999,Private room,175,70,2,67,2017-05-21,0.81,1,0
188,2473938,Art studio + house in one,12653262,Stephanie,Lower West Side,41.85105,-87.67942,Private room,60,70,30,128,2019-11-11,1.52,2,90
189,2479175,Cozy Garden-Subterranean Apartment,12681444,Jenny,Lincoln Square,41.96293,-87.69358000000001,Entire home/apt,76,76,2,180,2020-11-16,2.16,1,162
190,2487272,U of C Hospital/Campus Rooms,12728248,Judy,Hyde Park,41.79777,-87.58943000000001,Private room,65,50,10,3,2019-07-30,0.09,5,80
191,2496594,Chicago MostWanted LOCATION Mag Mil,3965428,Rob,Near North Side,41.89009,-87.62304,Entire home/apt,140,132,31,4,2014-11-05,0.05,74,365
192,2499596,Vintage Apartment in the Heart of the Ukrainian Village,2768314,Jason,West Town,41.900059999999996,-87.68096,Entire home/apt,119,100,5,156,2021-01-07,1.85,2,49
193,2509508,Entire Condo near Univ. of Chicago,528231,Ray,Kenwood,41.81207,-87.60417,Entire home/apt,60,85,3,18,2014-11-03,0.22,1,49
194,2510602,2 bedroom MAG MIL Roof Top Hot Tub,3965428,Rob,Near North Side,41.89076,-87.62276999999999,Entire home/apt,225,132,31,4,2015-05-25,0.05,74,365
195,2512247,Furnished Gold Coast studio #402,2153,Linda,Near North Side,41.902570000000004,-87.63313000000001,Entire home/apt,36,132,30,7,2021-01-10,0.09,6,15
196,2512850,The Green Room In Andersonville,9313520,Taylor,Uptown,41.97487,-87.67027,Private room,49,81,2,291,2020-11-18,3.54,1,365
197,2515629,"Clean, Quiet, Private Room with private bathroom",12877384,Tanya,East Garfield Park,41.88342,-87.69618,Private room,23,49,7,129,2020-12-31,1.61,2,0
198,2519442,"Warm Cozy Guest Suite, Private Bath",7858620,Cynthia,Washington Park,41.79599,-87.62355,Private room,80,68,2,82,2020-02-16,0.99,1,364
199,2543231,Private room near Downtown,2850286,Amado,Lower West Side,41.8579,-87.65104000000001,Private room,65,70,2,220,2020-03-15,2.62,1,89
200,2552219,Yellow Door Chicago Bungalow,13066610,Kirby,Irving Park,41.95163,-87.71651,Entire home/apt,160,75,2,3,2019-10-20,0.16,1,17
201,2564678,Chicago Women's Residence/Cowgirls,5654677,Urban Art,North Lawndale,41.85448,-87.70787,Private room,45,45,2,6,2019-10-13,0.09,4,179
202,2570620,"Basement Studio w/Free St. Parking, Humboldt Park",1214607,Coral,Humboldt Park,41.89826,-87.70336,Entire home/apt,45,74,1,580,2021-02-15,7.06,2,62
203,2583929,Next to McCormick Desk WIFI w/ KING BED +Laundry,3965428,Rob,Near South Side,41.8537,-87.62338000000001,Entire home/apt,120,126,60,16,2018-06-02,0.19,74,365
204,2585378,Prime Wicker Park spot+big apartment+free parking,13237444,Ryan,West Town,41.90772,-87.68121,Entire home/apt,93,100,40,20,2019-10-21,0.38,1,32
205,2604454,Cozy Single-Family Home near University of Chicago,13339125,Greg,Hyde Park,41.789770000000004,-87.58915999999999,Entire home/apt,125,50,1,104,2020-02-16,1.31,2,0
206,2659670,"11 Beds in 5*House TRAIN,CUBS, BEACH.RIVERA ARAGON",272671,Two For The Road,Uptown,41.96821,-87.65626,Entire home/apt,875,81,2,124,2020-08-02,1.55,5,0
207,2661465,GREAT LOCATION SPECTACULAR VIEWS + BALCONY,3965428,Rob,Loop,41.886179999999996,-87.61888,Entire home/apt,120,135,31,25,2018-06-29,0.3,74,365
208,2671680,Magnolia Airbnb,13462463,Soo,Edgewater,41.98705,-87.66228000000001,Private room,80,83,4,84,2020-09-20,1.01,1,294
209,2679456,2BD Great Views Modern Luxury  w/POOL,3965428,Rob,Near South Side,41.852109999999996,-87.6216,Entire home/apt,200,126,90,6,2015-06-24,0.07,74,365
210,2688739,Luxury finishes in vintage wood trimmed apartment,12416635,David,Near West Side,41.86759,-87.68204,Private room,87,102,1,31,2018-08-25,0.38,3,1
211,2693387,"The Bucktown Penthouse Family, Business, Friends",13783917,Nora,Logan Square,41.914320000000004,-87.6737,Entire home/apt,78,90,1,106,2021-01-10,2.49,2,0
212,2695259,Grand Vintage Lincoln Park Penthouse 3 Bedrooms,13793246,Kristi,Lincoln Park,41.93227,-87.64879,Entire home/apt,92,123,1,113,2020-10-25,2.68,1,58
213,2702182,Be in the Heart of the Gold Coast!,275459,I,Near North Side,41.90076,-87.63237,Entire home/apt,239,132,30,0,,0.0,1,364
214,2715815,GROCERY STORE DOWNSTAIRS | KING SIZE BED | BALCONY,3965428,Rob,Near South Side,41.85445,-87.62432,Entire home/apt,100,126,31,15,2020-07-03,0.19,74,365
215,2721621,Furnished Gold Coast Studio #526,2153,Linda,Near North Side,41.90315,-87.63248,Entire home/apt,38,132,30,9,2021-01-29,0.11,6,13
216,2730613,Sweet Spacious Suite: Country in the City,13975150,Janine,Morgan Park,41.68612,-87.67735,Entire home/apt,79,84,2,133,2020-07-10,1.62,2,111
217,2731202,"Cozy ""Faux"" Cabin Suite /Fireplace",13975150,Janine,Morgan Park,41.68582,-87.68066999999999,Entire home/apt,89,86,30,142,2021-01-13,2.0,2,0
218,2782345,"1 Bed/Bath. Near Lake, Zoo, Wrigley",14230480,Brian,Lincoln Park,41.92985,-87.64353,Entire home/apt,110,123,3,74,2019-11-29,0.89,1,365
219,2817608,"Luxury Two Bedroom, Two Bathroom Apartment",791089,Conrad,Lake View,41.94278,-87.67220999999999,Entire home/apt,289,95,3,13,2019-10-14,0.16,4,365
220,2819982,"McCormick Modern New 2 beds Luxury , Pool, HotTub",3965428,Rob,Near South Side,41.85235,-87.6216,Entire home/apt,200,126,60,8,2016-12-02,0.1,74,364
221,2824585,#54-Home away from home- Safe place,13389580,Ed,Dunning,41.94435,-87.79969,Private room,33,65,3,22,2021-01-29,0.27,5,365
222,2832376,Modern 1 Bedroom w/POOL HOT TUB Luxury,3965428,Rob,Near South Side,41.854409999999994,-87.62151,Entire home/apt,135,126,31,7,2018-07-07,0.09,74,365
223,2836339,Stay In the Center w/ Pool Gym Long Term Furnished,3965428,Rob,Near North Side,41.89098,-87.62238,Entire home/apt,145,132,32,5,2015-01-18,0.06,74,0
224,2837146,Urban Farm + Bikes in Roscoe Village,4009750,Matt,North Center,41.94795,-87.68314000000001,Entire home/apt,119,112,2,170,2020-09-21,2.08,2,0
225,2844042,"Relax in a Custom, Creative, Artsy, Unique Apartment in West Town",8813383,Mindy + Tony,West Town,41.89425,-87.68468,Entire home/apt,84,100,28,150,2020-12-02,1.82,4,339
226,2874486,Gorgeous Penthouse with Stunning Views from Private Rooftop,14692157,Ross,West Town,41.902429999999995,-87.67028,Entire home/apt,139,100,2,105,2020-12-27,1.97,2,107
227,2875902,Amazing 2BR/2BA MICHIGAN AVE and Loop View!,3965428,Rob,Loop,41.88766,-87.61754,Entire home/apt,220,135,32,5,2014-07-10,0.06,74,365
228,2907112,West Loop Modern Urban Retreat,6264764,Jeff And Jennifer,Near West Side,41.88523,-87.65195,Private room,136,102,4,57,2020-02-17,0.7,1,365
229,2907500,The Red Room,11231030,Erik,West Lawn,41.78355,-87.72894000000001,Private room,34,32,1,315,2021-01-03,3.96,2,357
230,2934604,"Cozy Wicker Park, Chicago Apartment",9791233,John,West Town,41.90289,-87.66996999999999,Entire home/apt,159,100,1,269,2020-08-17,3.3,1,0
231,2979322,One Bedroom Suite in Lincoln Park,33561,Mary,Lincoln Park,41.92049,-87.65789000000001,Entire home/apt,200,123,28,6,2019-11-23,0.07,1,49
232,3031898,Art Collector's Pied-a'-terre,15442332,Karen Sophie,South Shore,41.77293,-87.56951,Entire home/apt,70,60,32,245,2019-10-23,2.98,1,365
233,3052275,Amazing Private House Right at the Center of CHI,10350152,Bernie,Near North Side,41.90443,-87.63996,Private room,100,132,1,71,2019-06-07,0.88,2,0
234,3053081,Relaxed Bucktown/Wicker Park 1B Apt,1368870,Paul,Logan Square,41.91548,-87.67451,Entire home/apt,56,90,2,303,2021-01-31,3.69,1,112
235,3068787,Lincoln Square Modern 2 Bed 2 Bath,7780304,Mark And Collette,Lincoln Square,41.96315,-87.6804,Entire home/apt,150,76,3,95,2019-06-26,1.42,1,325
236,3083343,"Splendid Flat,Pets OK -Special rates MARCH & APRIL",209564,Ami,Logan Square,41.91603,-87.67119,Entire home/apt,127,90,3,77,2020-07-12,1.0,6,158
237,3088192,Logan Square Apartment,15710890,Paul & Sarah,Logan Square,41.93156,-87.71161,Entire home/apt,100,90,1,397,2021-01-01,4.89,1,219
238,3105733,King Bed in Private room in 3 BR,12416635,David,Near West Side,41.86823,-87.68483,Private room,97,102,1,24,2020-03-30,0.29,3,110
239,3111197,"Beautiful, large, light-filled 1Bd",5863711,Masha,Rogers Park,42.00529,-87.67761,Entire home/apt,130,71,3,44,2018-10-08,0.55,1,365
240,3138825,"South Loop Comfy 2BdRm,free parking&WiFi&Netflix",9339313,Leon,Lower West Side,41.85683,-87.65249,Entire home/apt,49,70,1,446,2021-02-13,5.45,12,357
241,3191655,Artist's Home Studio Next to Train,8333695,Melissa,Albany Park,41.96697,-87.70906,Entire home/apt,106,65,3,13,2017-10-22,0.16,1,179
242,3292054,The Roscoe House near Wrigley Field,5960265,Garrett And Courtney,Lake View,41.94313,-87.65613,Entire home/apt,217,95,3,146,2021-02-06,1.82,5,333
243,3293564,The Roscoe House: Onyx Room,5960265,Garrett And Courtney,Lake View,41.94465,-87.65477,Private room,70,95,2,50,2020-02-16,0.63,5,333
244,3295017,The Roscoe House: Master Bedroom,5960265,Garrett And Courtney,Lake View,41.94276,-87.65498000000001,Private room,69,95,2,23,2020-03-15,0.29,5,333
245,3303813,The Roscoe House: Green Room,5960265,Garrett And Courtney,Lake View,41.94279,-87.65548000000001,Private room,70,95,2,81,2020-02-16,1.0,5,0
246,3308694,"""The Annex II"" Huge 1,600 Sq foot Apartment",16707041,Matthew,Near West Side,41.8867,-87.64338000000001,Entire home/apt,299,102,2,38,2020-02-16,0.7,2,364
247,3329088,East Garfield Park 2 Bedroom,16807770,William,East Garfield Park,41.88373,-87.70718000000001,Entire home/apt,81,49,2,89,2019-11-11,1.1,1,258
248,3385966,Welcome to your 2BD Penthouse,9995028,Chad,Lake View,41.93755,-87.66932,Entire home/apt,209,95,2,149,2021-01-21,2.1,1,324
249,3394750,Park Side Apt. Walk to Orange Line!,8781008,Jenny,Mckinley Park,41.825829999999996,-87.67534,Entire home/apt,70,50,2,95,2021-02-13,2.34,2,301
250,3423436,Budget travel at Great Location,17217012,Janet,Lake View,41.94177,-87.65146999999999,Private room,70,95,2,0,,0.0,2,88
251,3434136,Beautiful West Lakeview location,17217012,Janet,Lake View,41.9402,-87.65133,Private room,75,95,2,143,2017-10-30,1.78,2,365
252,3488317,Brewers & Reds  vs Cubs Wrigleyville - 3 bdrms,3621097,Marcus,Lake View,41.94328,-87.6487,Entire home/apt,375,95,1,6,2018-09-16,0.14,2,0
253,3497096,Vintage Lincoln Park Apt - Perfect for Long-Term,4336170,Catrina,Lincoln Park,41.92709,-87.66337,Entire home/apt,62,123,4,18,2020-09-13,0.23,2,0
254,3517984,Private room w/bath in urban canopy,11294056,Amanda,Hyde Park,41.7998,-87.59380999999999,Private room,50,50,1,307,2020-03-21,3.87,1,359
255,3521727,Penthouse condo w/ private roof deck! 2BR / 2 BA,17733782,Brittany,Lake View,41.940090000000005,-87.65697,Entire home/apt,230,95,30,9,2018-07-22,0.11,1,0
256,3534562,Stylish Lincoln Park 2BR w/patio,2013410,Peter,Lincoln Park,41.92716,-87.65788,Entire home/apt,89,123,1,359,2020-05-13,4.58,1,0
257,3563297,Bill Murray Suite in Trendy Hood! NEW Mini-fridge!,6118013,Jason And Ela,West Town,41.90182,-87.68401999999999,Private room,55,100,2,175,2019-11-11,2.18,1,0
258,3570616,1 Bedroom Victorian Beauty at Logan Square!,3920450,Vas,Logan Square,41.92925,-87.71824000000001,Entire home/apt,75,90,31,143,2020-12-31,1.79,3,272
259,3571862,DOWNTOWN 1 BED MILLENNIUM PARK LOCATION +SPA,3965428,Rob,Loop,41.88626,-87.61621,Entire home/apt,150,135,31,12,2017-07-27,0.15,74,365
260,3580497,Two Bedroom Apartment in Downtown Chicago,3986873,Elena,Near North Side,41.89805,-87.62977,Entire home/apt,150,132,31,86,2019-09-24,1.07,7,205
261,3585870,Ideal Location in Logan Square 1BR,2058872,Jake,Logan Square,41.92245,-87.70345,Entire home/apt,140,90,2,224,2020-06-30,2.8,1,179
262,3590692,"Modern, Super-CLEAN, Garden Level  Bedroom 3",12955486,Luke & Ligia,Edgewater,41.99041,-87.66022,Private room,39,83,8,36,2021-01-20,0.45,3,261
263,3638346,Gorgeous Private Bed/Bath Steps From the Lake,18353689,Marika,Rogers Park,42.00565,-87.6633,Private room,103,71,2,117,2020-03-14,1.47,1,78
264,3638744,Chicago Suite 1BR/1BA (3709-G2),837429,Petru,Albany Park,41.961870000000005,-87.71996999999999,Entire home/apt,69,65,7,29,2020-09-26,0.37,2,171
265,3639045,Modern suite in Victorian Garden setting.,8607123,Grainne,West Ridge,41.99739,-87.67506999999999,Entire home/apt,65,54,30,5,2020-10-03,0.17,2,0
266,3666681,NEW ULTRA LUXURY CONDO RIVER-NORTH Roof-Top Pool,3965428,Rob,Near North Side,41.88975,-87.63425,Entire home/apt,135,132,30,14,2019-09-11,0.18,74,365
267,3689246,River North Stunner,17887470,Loren,Near North Side,41.89768,-87.6437,Entire home/apt,263,132,2,34,2019-10-17,0.43,1,179
268,3696178,Beautiful condo close to the beach,18742622,Barbara,Rogers Park,42.021390000000004,-87.67363,Private room,50,71,3,53,2020-01-19,0.75,2,327
269,3697283,"20 Mins to Downtown Chgo, 8 Mins to McCormick",241738,Karen,Grand Boulevard,41.81793,-87.61796,Private room,85,86,2,11,2019-10-23,0.24,1,364
270,3731110,Studio Apartment in Gold Coast,19066652,Tunde,Near North Side,41.90275,-87.6311,Entire home/apt,100,132,2,141,2020-02-16,1.99,1,1
271,3742513,03a. Queen sized in coed room,2907254,Joe,West Ridge,42.0168,-87.68771,Shared room,16,54,1,124,2020-04-30,1.57,18,156
272,3783099,Lakefront nature lovers abode,5006631,Jacqui,Uptown,41.97312,-87.65236999999999,Private room,50,81,30,18,2019-09-01,0.23,1,328
273,3783533,"""Home Away from Home"" - Free Street Parking!",19416379,Glenda,Humboldt Park,41.89806,-87.7034,Entire home/apt,90,74,2,300,2021-02-14,3.83,1,146
274,3792844,Luxury high-rise One Bedroom One-Private bathroom,19471032,Alberto,Loop,41.87852,-87.63091,Private room,60,135,30,0,,0.0,1,253
275,3797518,DrM Spacious Clean Convenient,18818038,Darrell,South Shore,41.77189,-87.57458000000001,Private room,100,60,3,2,2015-08-04,0.03,1,365
276,3798482,"Bright, Clean, Cozy, Comfy Bed! 7Min Walk To Metro",498240,Justin,Logan Square,41.919990000000006,-87.69001999999999,Private room,54,90,2,170,2019-10-20,2.56,1,0
277,3809530,Best location in Chicago! Superhost,19578992,Laura,West Town,41.89983,-87.67349,Entire home/apt,218,100,1,100,2018-10-08,1.26,3,364
278,3811926,The Blue Room,11231030,Erik,West Lawn,41.783840000000005,-87.72759,Private room,34,32,1,420,2020-11-07,5.28,2,202
279,3826514,Whit's Place in Bucktown,14205967,Whit,West Town,41.91163,-87.66938,Entire home/apt,130,100,3,270,2021-02-09,3.41,1,32
280,3828422,"Lakefront, Downtown, World Champion Cubs Baseball",4727270,Sheila,Lake View,41.95037,-87.6457,Private room,63,95,1,37,2019-10-20,0.53,1,140
281,3835961,"Sunny, Classy Condo in Chicago",689354,Seung-Won Stella,West Ridge,42.0059,-87.68285999999999,Private room,55,54,3,2,2019-10-31,0.11,2,0
282,3897045,Chic and modern - Best location in Chicago,3843347,Andrea,Near North Side,41.894220000000004,-87.62595999999999,Entire home/apt,90,132,30,25,2020-06-30,0.32,3,302
283,3898355,"South loop 1 bedroom apt, parking & fast WiFi",9339313,Leon,Lower West Side,41.855309999999996,-87.65411,Entire home/apt,37,70,1,397,2020-05-02,5.02,12,0
284,3924599,Unique and Chic 1,4010906,Bobbie,Grand Boulevard,41.818740000000005,-87.61439,Entire home/apt,121,86,27,6,2019-10-23,0.08,8,20
285,3946324,Welcoming All: Tudor Home  Warm Community 1E,20449664,John,Dunning,41.94148,-87.79432,Private room,85,65,2,22,2019-10-13,0.28,4,229
286,3951336,Gold Coast cozy condo just like your home,20130521,Kevin,Near North Side,41.89893,-87.61914,Private room,70,132,3,0,,0.0,1,365
287,3953322,Spacious Luxury Townhouse - Old Town,20490917,Robert,Lincoln Park,41.91422,-87.63981,Entire home/apt,218,123,3,155,2021-01-01,2.53,3,240
288,3962072,SPACIOUS and VERY BRIGHT 2BDR LOFT near DOWNTOWN,20528154,Gabriela,Near West Side,41.88371,-87.68629,Entire home/apt,120,102,3,69,2020-10-03,0.88,1,195
289,3970529,"Well-appointed 1+ Br Bucktown Apt, baby-friendly!",10954148,Helen,Logan Square,41.9197,-87.67985999999999,Entire home/apt,150,90,4,109,2020-01-04,1.39,1,19
290,3979385,Private 3rd Floor Apartment,20624213,Karen,Uptown,41.95717,-87.64828,Entire home/apt,125,81,2,233,2021-01-11,2.96,1,302
291,3979425,Brand New Duplex Humboldt / Ukrainian border,20624315,Molly,West Town,41.901270000000004,-87.69165,Entire home/apt,135,100,3,3,2017-07-17,0.06,1,0
292,3984383,Private room in house on Professor's Row at U of C,13339125,Greg,Hyde Park,41.7898,-87.58961,Private room,59,50,1,47,2019-09-22,0.6,2,0
293,4051574,Private 1br 1ba - Boystown/Wrigleyville,21009309,Joshua,Lake View,41.93869,-87.64426,Private room,79,95,1,21,2018-08-13,0.31,2,0
294,4051584,Private Space in Center of Boystown,21009309,Joshua,Lake View,41.94061,-87.64544000000001,Entire home/apt,132,95,3,32,2019-12-01,0.41,2,0
295,4067870,Casa Corazón (N) near Rush / UIC,1559157,Amanda,Lower West Side,41.848279999999995,-87.68021,Private room,70,70,2,86,2020-10-30,1.15,3,365
296,4075630,Cute & Cozy Wicker Park Coach House apartment!!☕,16864162,Brittany,West Town,41.904270000000004,-87.66726,Entire home/apt,63,100,14,313,2020-08-16,4.05,3,234
297,4096995,Private Living Room w/ King Bed & AC!,2880338,Elizabeth,Lincoln Square,41.96252,-87.67494,Private room,65,76,2,16,2019-09-15,0.21,2,0
298,4105283,"Beach, Loyola, Sunshine + Cuddly Pups!",18649856,Rachel,Edgewater,41.99673,-87.6626,Private room,38,83,2,202,2019-10-19,2.6,1,109
299,4112130,Hip Wicker Park Apartment for Long Term Stays!,16864162,Brittany,West Town,41.90531,-87.66735,Entire home/apt,65,100,10,259,2020-03-22,3.32,3,202
300,4150121,Stunning Chicago Loft Near Wrigley Field,2441500,Lisa,Lake View,41.949659999999994,-87.64745,Entire home/apt,137,95,2,349,2021-01-04,4.52,1,0
301,4156913,Near Lake Michigan & Wrigley Field,6874747,Brian,Uptown,41.96705,-87.65772,Private room,81,81,1,73,2020-07-19,1.05,1,362
